imagenes,Tamaño_KB,Edad,Sexo,R,G,B,RGB
002A21.JPG,42.93,21,Man,126.50544286680189,84.22953250265623,63.867183425094176,"(126.50544286680189, 84.22953250265623, 63.867183425094176)"
002A23.JPG,54.01,23,Woman,107.22841381912792,76.8622257971619,68.66924360234755,"(107.22841381912792, 76.8622257971619, 68.66924360234755)"
002A26.JPG,38.71,26,Man,173.03971213899743,140.47862587480128,128.30743971114842,"(173.03971213899743, 140.47862587480128, 128.30743971114842)"
002A29.JPG,47.97,29,Woman,76.59127817511396,63.297840835406035,50.6211832338111,"(76.59127817511396, 63.297840835406035, 50.6211832338111)"
002A31.JPG,45.91,31,Man,70.24458154398275,53.07476461218976,47.9109961894393,"(70.24458154398275, 53.07476461218976, 47.9109961894393)"
002A36.JPG,39.6,36,Woman,129.09287190030966,113.7092081501158,109.54102321672444,"(129.09287190030966, 113.7092081501158, 109.54102321672444)"
002A38.JPG,45.7,38,Man,86.71514077669903,75.56667961165049,68.76803398058252,"(86.71514077669903, 75.56667961165049, 68.76803398058252)"
003A18.JPG,17.96,18,Man,97.7706139748445,97.7706139748445,97.7706139748445,"(97.7706139748445, 97.7706139748445, 97.7706139748445)"
003A20.JPG,20.65,20,Man,104.14065338806272,104.14065338806272,104.14065338806272,"(104.14065338806272, 104.14065338806272, 104.14065338806272)"
003A23.JPG,12.74,23,Man,88.59795476272807,88.59795476272807,88.59795476272807,"(88.59795476272807, 88.59795476272807, 88.59795476272807)"
003A25.JPG,14.91,25,Man,99.95201657898932,99.95201657898932,99.95201657898932,"(99.95201657898932, 99.95201657898932, 99.95201657898932)"
003A35.JPG,12.23,35,Man,145.78271756301132,66.22483200905383,55.17788885483224,"(145.78271756301132, 66.22483200905383, 55.17788885483224)"
003A38.JPG,15.0,38,Man,103.15128731801212,103.15128731801212,103.15128731801212,"(103.15128731801212, 103.15128731801212, 103.15128731801212)"
003A47.JPG,13.5,47,Man,100.7814644315122,73.98496265091636,65.21560409971337,"(100.7814644315122, 73.98496265091636, 65.21560409971337)"
003A49.JPG,16.86,49,Man,119.57052079781793,79.78685219911354,60.761613535629046,"(119.57052079781793, 79.78685219911354, 60.761613535629046)"
003A51.JPG,15.16,51,Man,61.395118999596605,49.17536537685791,44.25963219246801,"(61.395118999596605, 49.17536537685791, 44.25963219246801)"
003A58.JPG,17.42,58,Man,84.65423864909725,68.07144012799539,60.43469298482152,"(84.65423864909725, 68.07144012799539, 60.43469298482152)"
003A60.JPG,23.74,60,Man,95.71802374893977,78.08254641409857,71.8208274432193,"(95.71802374893977, 78.08254641409857, 71.8208274432193)"
003A61.JPG,20.96,61,Man,110.7335606060606,98.18888146167558,85.4720320855615,"(110.7335606060606, 98.18888146167558, 85.4720320855615)"
004A19.JPG,28.88,19,Man,137.40204027176256,137.40204027176256,137.40204027176256,"(137.40204027176256, 137.40204027176256, 137.40204027176256)"
004A21.JPG,19.66,21,Man,144.60649225934117,144.60649225934117,144.60649225934117,"(144.60649225934117, 144.60649225934117, 144.60649225934117)"
004A26.JPG,17.01,26,Man,123.66217739166778,123.66217739166778,123.66217739166778,"(123.66217739166778, 123.66217739166778, 123.66217739166778)"
004A28.JPG,15.36,28,Man,93.79467992811551,93.79467992811551,93.79467992811551,"(93.79467992811551, 93.79467992811551, 93.79467992811551)"
004A30.JPG,43.78,30,Man,98.51887143997871,62.37145899083615,44.7536826495304,"(98.51887143997871, 62.37145899083615, 44.7536826495304)"
004A37.JPG,14.14,37,Man,153.13147792706334,66.29796703586962,52.94591822359964,"(153.13147792706334, 66.29796703586962, 52.94591822359964)"
004A40.JPG,54.86,40,Man,107.05514775510204,98.37325387755102,84.87129795918366,"(107.05514775510204, 98.37325387755102, 84.87129795918366)"
004A48.JPG,62.68,48,Man,132.26414910784797,125.72923271491193,118.25150218030741,"(132.26414910784797, 125.72923271491193, 118.25150218030741)"
004A51.JPG,18.94,51,Man,100.6041522894939,76.6648863271872,69.28378352108706,"(100.6041522894939, 76.6648863271872, 69.28378352108706)"
004A53.JPG,15.89,53,Man,76.70122406329304,69.61985715433991,59.64875928669033,"(76.70122406329304, 69.61985715433991, 59.64875928669033)"
004A62.JPG,27.04,62,Man,114.15915903509377,88.27923982648214,77.15220913952581,"(114.15915903509377, 88.27923982648214, 77.15220913952581)"
004A63.JPG,18.56,63,Man,132.02416236353776,120.20836575416754,106.70596071773832,"(132.02416236353776, 120.20836575416754, 106.70596071773832)"
005A18.JPG,57.2,18,Woman,118.72907849172758,118.72907849172758,118.72907849172758,"(118.72907849172758, 118.72907849172758, 118.72907849172758)"
005A24.JPG,19.97,24,Man,60.442242938505345,60.442242938505345,60.442242938505345,"(60.442242938505345, 60.442242938505345, 60.442242938505345)"
005A30.JPG,17.81,30,Woman,117.1410366714028,117.1410366714028,117.1410366714028,"(117.1410366714028, 117.1410366714028, 117.1410366714028)"
005A31.JPG,39.4,31,Man,106.97608058051625,106.97608058051625,106.97608058051625,"(106.97608058051625, 106.97608058051625, 106.97608058051625)"
005A35.JPG,44.27,35,Woman,118.40858208955224,99.68936795241397,95.15598200926905,"(118.40858208955224, 99.68936795241397, 95.15598200926905)"
005A40.JPG,42.47,40,Man,106.43727188459533,87.5566981441786,82.99334723751038,"(106.43727188459533, 87.5566981441786, 82.99334723751038)"
005A45.JPG,17.95,45,Woman,105.54184914841849,70.33590477553552,59.02143981680263,"(105.54184914841849, 70.33590477553552, 59.02143981680263)"
005A48.JPG,15.06,48,Man,69.27325932874713,52.63804461121534,48.73550656660413,"(69.27325932874713, 52.63804461121534, 48.73550656660413)"
005A49.JPG,16.14,49,Woman,75.75699093533194,50.76027244644756,43.64840735301565,"(75.75699093533194, 50.76027244644756, 43.64840735301565)"
005A52.JPG,14.17,52,Man,68.47346814157214,47.649963597078376,34.974630686488645,"(68.47346814157214, 47.649963597078376, 34.974630686488645)"
005A61.JPG,18.64,61,Man,97.57429135585784,76.04973233874506,63.919885914874946,"(97.57429135585784, 76.04973233874506, 63.919885914874946)"
006A24.JPG,57.4,24,Man,124.70359615681524,124.70359615681524,124.70359615681524,"(124.70359615681524, 124.70359615681524, 124.70359615681524)"
006A28.JPG,54.03,28,Man,116.4192962933524,116.4192962933524,116.4192962933524,"(116.4192962933524, 116.4192962933524, 116.4192962933524)"
006A31.JPG,45.82,31,Man,117.10505165289257,117.10505165289257,117.10505165289257,"(117.10505165289257, 117.10505165289257, 117.10505165289257)"
006A36.JPG,18.64,36,Man,127.6205261071469,127.6205261071469,127.6205261071469,"(127.6205261071469, 127.6205261071469, 127.6205261071469)"
006A40.JPG,8.91,40,Man,104.56543564865386,67.04503469768039,63.42298239413995,"(104.56543564865386, 67.04503469768039, 63.42298239413995)"
006A42.JPG,50.06,42,Man,125.34439197534992,90.44363436918918,81.80184964705987,"(125.34439197534992, 90.44363436918918, 81.80184964705987)"
006A46.JPG,51.6,46,Man,146.05523635542198,146.05523635542198,146.05523635542198,"(146.05523635542198, 146.05523635542198, 146.05523635542198)"
006A51.JPG,19.78,51,Man,114.13636044911519,77.82793559527045,68.66748034463718,"(114.13636044911519, 77.82793559527045, 68.66748034463718)"
006A55.JPG,17.04,55,Man,84.50661414079538,65.69962559474459,61.77819789086799,"(84.50661414079538, 65.69962559474459, 61.77819789086799)"
006A61.JPG,45.99,61,Man,124.635787870285,103.44924239387501,94.03649236381128,"(124.635787870285, 103.44924239387501, 94.03649236381128)"
006A67.JPG,20.65,67,Man,101.38170746157492,75.1940847383032,57.84208900399485,"(101.38170746157492, 75.1940847383032, 57.84208900399485)"
006A69.JPG,39.01,69,Man,113.54569088319087,82.46165954415955,66.4470299145299,"(113.54569088319087, 82.46165954415955, 66.4470299145299)"
007A01.JPG,18.71,1,Man,138.60430072740323,138.60430072740323,138.60430072740323,"(138.60430072740323, 138.60430072740323, 138.60430072740323)"
007A18.JPG,15.06,18,Man,87.22498806989208,87.22498806989208,87.22498806989208,"(87.22498806989208, 87.22498806989208, 87.22498806989208)"
007A22.JPG,15.6,22,Man,128.23264060836848,128.23264060836848,128.23264060836848,"(128.23264060836848, 128.23264060836848, 128.23264060836848)"
007A23.JPG,20.54,23,Man,118.58811330927793,67.15859980921572,47.97261738533358,"(118.58811330927793, 67.15859980921572, 47.97261738533358)"
007A26.JPG,16.6,26,Man,90.68470585015146,54.09368271230977,47.84173935257837,"(90.68470585015146, 54.09368271230977, 47.84173935257837)"
007A37.JPG,17.06,37,Man,105.1696678905207,77.67737399866489,53.96858728304406,"(105.1696678905207, 77.67737399866489, 53.96858728304406)"
007A38.JPG,22.49,38,Man,105.56900790166813,93.66121597892888,95.78323529411765,"(105.56900790166813, 93.66121597892888, 95.78323529411765)"
007A39.JPG,16.68,39,Man,94.84545477168096,82.34005723528679,82.68940151797933,"(94.84545477168096, 82.34005723528679, 82.68940151797933)"
007A45.JPG,33.36,45,Man,69.7926588286248,59.86108078356357,66.98030263383473,"(69.7926588286248, 59.86108078356357, 66.98030263383473)"
008A03.JPG,13.55,3,Woman,88.7241347764002,88.7241347764002,88.7241347764002,"(88.7241347764002, 88.7241347764002, 88.7241347764002)"
008A06.JPG,14.56,6,Woman,120.73365071156604,120.73365071156604,120.73365071156604,"(120.73365071156604, 120.73365071156604, 120.73365071156604)"
008A08.JPG,13.76,8,Woman,119.62546825848494,119.62546825848494,119.62546825848494,"(119.62546825848494, 119.62546825848494, 119.62546825848494)"
008A12.JPG,12.76,12,Woman,127.01324657593621,91.81821038488211,105.7118747832871,"(127.01324657593621, 91.81821038488211, 105.7118747832871)"
008A13.JPG,20.23,13,Woman,140.21821937616195,79.83365523652138,68.37960648626317,"(140.21821937616195, 79.83365523652138, 68.37960648626317)"
008A16.JPG,13.82,16,Man,147.6448015943707,79.61889307027701,66.90246726641132,"(147.6448015943707, 79.61889307027701, 66.90246726641132)"
008A17.JPG,25.51,17,Woman,109.29562761043631,76.88167969190071,76.4403349703542,"(109.29562761043631, 76.88167969190071, 76.4403349703542)"
008A18.JPG,22.22,18,Woman,110.5095278128065,62.39108256270141,44.53187175984307,"(110.5095278128065, 62.39108256270141, 44.53187175984307)"
008A21.JPG,11.72,21,Woman,79.49977694503926,43.990113088865094,37.55376182191292,"(79.49977694503926, 43.990113088865094, 37.55376182191292)"
008A29.JPG,16.79,29,Woman,88.25527694948947,64.1624695039306,54.04059817475377,"(88.25527694948947, 64.1624695039306, 54.04059817475377)"
008A30.JPG,18.37,30,Woman,69.59138550677106,49.38937400073791,46.68296460277766,"(69.59138550677106, 49.38937400073791, 46.68296460277766)"
008A31.JPG,17.44,31,Man,104.72386754139332,87.48177652816828,79.21861397479954,"(104.72386754139332, 87.48177652816828, 79.21861397479954)"
008A33.JPG,19.48,33,Man,88.12520198187742,74.24610096862027,76.98596170155783,"(88.12520198187742, 74.24610096862027, 76.98596170155783)"
008A35.JPG,15.53,35,Woman,74.37476573363159,54.183826048404974,53.03849021623038,"(74.37476573363159, 54.183826048404974, 53.03849021623038)"
008A41.JPG,49.98,41,Man,127.23716678058784,102.20969469127364,84.45740487582593,"(127.23716678058784, 102.20969469127364, 84.45740487582593)"
009A00.JPG,20.32,0,Woman,119.46647817195696,84.65481995198719,58.642009424735484,"(119.46647817195696, 84.65481995198719, 58.642009424735484)"
009A01.JPG,29.11,1,Man,134.11514543229555,97.7733503612883,74.71654457000524,"(134.11514543229555, 97.7733503612883, 74.71654457000524)"
009A03.JPG,15.03,3,Man,118.05549254408481,94.37723707303095,84.9639023866092,"(118.05549254408481, 94.37723707303095, 84.9639023866092)"
009A05.JPG,20.3,5,Woman,129.90010312532885,109.46298221614227,99.74545301483742,"(129.90010312532885, 109.46298221614227, 99.74545301483742)"
009A09.JPG,38.3,9,Man,96.37779146141214,79.77557471264367,73.30862068965517,"(96.37779146141214, 79.77557471264367, 73.30862068965517)"
009A11.JPG,16.88,11,Woman,108.93759288537548,74.30899209486165,61.9052490118577,"(108.93759288537548, 74.30899209486165, 61.9052490118577)"
009A13.JPG,97.91,13,Woman,76.72470235130847,60.03374901226452,53.102927017138455,"(76.72470235130847, 60.03374901226452, 53.102927017138455)"
009A14.JPG,22.54,14,Woman,123.5567318215758,94.93348471365594,69.4949966075806,"(123.5567318215758, 94.93348471365594, 69.4949966075806)"
009A16a.JPG,15.64,16,Woman,98.17014495284666,84.0541335574572,81.24625065490744,"(98.17014495284666, 84.0541335574572, 81.24625065490744)"
009A16b.JPG,23.42,16,Woman,139.33283672266984,128.01693229708076,113.38462808614756,"(139.33283672266984, 128.01693229708076, 113.38462808614756)"
009A18.JPG,41.19,18,Woman,115.3558498831202,95.97399669986446,92.62342114051113,"(115.3558498831202, 95.97399669986446, 92.62342114051113)"
009A22a.JPG,36.96,22,Man,148.84083828943642,110.92140607433726,79.84327557649563,"(148.84083828943642, 110.92140607433726, 79.84327557649563)"
009A22b.JPG,43.01,22,Woman,126.53095584767138,93.67944958267539,68.31480152301266,"(126.53095584767138, 93.67944958267539, 68.31480152301266)"
010A01.JPG,38.59,1,Woman,92.99194318453091,73.11642098352829,50.7026587491048,"(92.99194318453091, 73.11642098352829, 50.7026587491048)"
010A04.JPG,23.68,4,Man,132.40658647181658,95.50145889393504,74.73645958526996,"(132.40658647181658, 95.50145889393504, 74.73645958526996)"
010A05.JPG,47.31,5,Man,78.91737399330377,54.957442765360604,49.83873857569451,"(78.91737399330377, 54.957442765360604, 49.83873857569451)"
010A06.JPG,52.54,6,Man,105.80480354076717,89.53752479703935,84.4831380132362,"(105.80480354076717, 89.53752479703935, 84.4831380132362)"
010A07a.JPG,20.02,7,Man,114.49243111266132,89.42046273689107,76.49600046506221,"(114.49243111266132, 89.42046273689107, 76.49600046506221)"
010A07b.JPG,82.13,7,Man,83.9655059577541,65.69852034061503,60.6013758500331,"(83.9655059577541, 65.69852034061503, 60.6013758500331)"
010A09.JPG,27.16,9,Man,110.51828053761977,90.33149150070987,71.80371575778506,"(110.51828053761977, 90.33149150070987, 71.80371575778506)"
010A10.JPG,23.97,10,Woman,126.41864144513796,101.10783594415564,80.04379574734426,"(126.41864144513796, 101.10783594415564, 80.04379574734426)"
010A12.JPG,20.9,12,Woman,134.9017281764695,112.36857928032609,102.99283277079991,"(134.9017281764695, 112.36857928032609, 102.99283277079991)"
010A15.JPG,42.2,15,Woman,61.82580652398259,63.69838919549513,61.947850765019965,"(61.82580652398259, 63.69838919549513, 61.947850765019965)"
010A16.JPG,44.2,16,Woman,65.60707643411085,55.73337544302909,51.01306403180285,"(65.60707643411085, 55.73337544302909, 51.01306403180285)"
010A18.JPG,45.33,18,Man,100.1249941157087,78.56652191310079,63.68123617191545,"(100.1249941157087, 78.56652191310079, 63.68123617191545)"
011A02.JPG,7.85,2,Man,79.90566051814709,79.90566051814709,79.90566051814709,"(79.90566051814709, 79.90566051814709, 79.90566051814709)"
011A05.JPG,13.88,5,Man,119.1511377245509,119.1511377245509,119.1511377245509,"(119.1511377245509, 119.1511377245509, 119.1511377245509)"
011A07.JPG,15.94,7,Man,90.3464025198939,90.3464025198939,90.3464025198939,"(90.3464025198939, 90.3464025198939, 90.3464025198939)"
011A11.JPG,9.98,11,Man,124.63892137751786,85.58403183885639,80.20056855100714,"(124.63892137751786, 85.58403183885639, 80.20056855100714)"
011A13.JPG,17.01,13,Man,105.3547995482778,105.3547995482778,105.3547995482778,"(105.3547995482778, 105.3547995482778, 105.3547995482778)"
011A14.JPG,18.01,14,Man,97.48006424792139,78.4645791064964,66.74058161276207,"(97.48006424792139, 78.4645791064964, 66.74058161276207)"
011A15.JPG,16.12,15,Man,144.39614627870898,72.79052366718378,60.752095236293464,"(144.39614627870898, 72.79052366718378, 60.752095236293464)"
011A17.JPG,19.94,17,Man,117.75416734465115,117.75416734465115,117.75416734465115,"(117.75416734465115, 117.75416734465115, 117.75416734465115)"
011A20.JPG,16.93,20,Man,119.12922795258487,95.5273381741451,82.09037216326361,"(119.12922795258487, 95.5273381741451, 82.09037216326361)"
011A27.JPG,18.1,27,Man,73.86661821367768,61.563046962893644,51.937351280851445,"(73.86661821367768, 61.563046962893644, 51.937351280851445)"
011A30.JPG,17.42,30,Man,123.81762454592631,107.67238042726171,106.78581235945339,"(123.81762454592631, 107.67238042726171, 106.78581235945339)"
011A34.JPG,13.99,34,Man,86.23442415983648,71.18828613989032,70.13981683733793,"(86.23442415983648, 71.18828613989032, 70.13981683733793)"
011A40.JPG,35.04,40,Man,140.99643168514135,102.27887968613774,82.1024909702329,"(140.99643168514135, 102.27887968613774, 82.1024909702329)"
011A42.JPG,45.01,42,Man,75.44508760438842,40.805894874733916,33.46196987064025,"(75.44508760438842, 40.805894874733916, 33.46196987064025)"
012A04.JPG,35.86,4,Woman,81.2539569103,81.2539569103,81.2539569103,"(81.2539569103, 81.2539569103, 81.2539569103)"
012A07.JPG,31.42,7,Man,71.30995058075777,71.30995058075777,71.30995058075777,"(71.30995058075777, 71.30995058075777, 71.30995058075777)"
012A12.JPG,25.87,12,Man,132.40843688964324,59.217071652153145,47.20899468643121,"(132.40843688964324, 59.217071652153145, 47.20899468643121)"
012A14.JPG,39.08,14,Woman,88.24700026709951,66.82211686630643,56.40328429660373,"(88.24700026709951, 66.82211686630643, 56.40328429660373)"
012A18.JPG,47.31,18,Woman,116.12999207554354,86.16522713085979,77.38759446262003,"(116.12999207554354, 86.16522713085979, 77.38759446262003)"
012A21.JPG,55.17,21,Man,69.46511608302002,39.69517458818769,37.06921987489673,"(69.46511608302002, 39.69517458818769, 37.06921987489673)"
012A23.JPG,17.98,23,Woman,85.16448653699142,78.55618257878196,73.1219049944789,"(85.16448653699142, 78.55618257878196, 73.1219049944789)"
012A24.JPG,46.68,24,Woman,92.33277674706245,71.36832611832611,64.34065656565656,"(92.33277674706245, 71.36832611832611, 64.34065656565656)"
012A25.JPG,47.34,25,Woman,70.55884508616504,51.257047576293395,44.92516330587901,"(70.55884508616504, 51.257047576293395, 44.92516330587901)"
012A26.JPG,14.89,26,Man,70.26561823624223,48.391310154271245,42.500492746949114,"(70.26561823624223, 48.391310154271245, 42.500492746949114)"
012A27.JPG,16.41,27,Woman,89.45980132198272,67.39108444027184,67.88430325251731,"(89.45980132198272, 67.39108444027184, 67.88430325251731)"
012A30.JPG,55.25,30,Woman,102.75076857152823,79.50920541911438,76.39855104959217,"(102.75076857152823, 79.50920541911438, 76.39855104959217)"
012A32.JPG,47.65,32,Woman,83.5366672284013,71.51414166947534,67.258973710819,"(83.5366672284013, 71.51414166947534, 67.258973710819)"
012A34.JPG,18.91,34,Woman,87.84025189446774,87.20328999419198,84.06708039311636,"(87.84025189446774, 87.20328999419198, 84.06708039311636)"
012A36.JPG,37.21,36,Woman,117.393745254366,109.08189777904329,103.22891158883827,"(117.393745254366, 109.08189777904329, 103.22891158883827)"
013A00.JPG,44.87,0,Woman,98.74663277395015,98.74663277395015,98.74663277395015,"(98.74663277395015, 98.74663277395015, 98.74663277395015)"
013A08.JPG,42.2,8,Man,132.43381123616493,132.43381123616493,132.43381123616493,"(132.43381123616493, 132.43381123616493, 132.43381123616493)"
013A16.JPG,25.43,16,Man,90.52148033126294,90.52148033126294,90.52148033126294,"(90.52148033126294, 90.52148033126294, 90.52148033126294)"
013A18.JPG,39.83,18,Man,122.13437019951773,122.13437019951773,122.13437019951773,"(122.13437019951773, 122.13437019951773, 122.13437019951773)"
013A19.JPG,34.17,19,Man,77.02964085338397,77.02964085338397,77.02964085338397,"(77.02964085338397, 77.02964085338397, 77.02964085338397)"
013A21.JPG,39.36,21,Man,120.65904213054715,71.69468367840867,55.248869790762875,"(120.65904213054715, 71.69468367840867, 55.248869790762875)"
013A23.JPG,46.63,23,Man,89.2344585990467,79.00943733358835,72.68289049169766,"(89.2344585990467, 79.00943733358835, 72.68289049169766)"
013A25.JPG,51.18,25,Man,106.54439647653932,82.8162567591139,75.74377725449153,"(106.54439647653932, 82.8162567591139, 75.74377725449153)"
013A30.JPG,43.5,30,Man,87.17742067673575,73.54374195059127,75.0525641025641,"(87.17742067673575, 73.54374195059127, 75.0525641025641)"
013A34.JPG,57.07,34,Man,97.15333430827728,80.1340889148874,68.22731305449938,"(97.15333430827728, 80.1340889148874, 68.22731305449938)"
013A41.JPG,39.85,41,Man,118.5659619450317,105.32042518205309,98.08330984261217,"(118.5659619450317, 105.32042518205309, 98.08330984261217)"
013A44.JPG,61.5,44,Man,114.68436596195365,100.61546295164773,101.96491710456638,"(114.68436596195365, 100.61546295164773, 101.96491710456638)"
014A03.JPG,31.43,3,Man,88.89672425338155,88.89672425338155,88.89672425338155,"(88.89672425338155, 88.89672425338155, 88.89672425338155)"
014A12.JPG,33.48,12,Woman,138.3323798627002,138.3323798627002,138.3323798627002,"(138.3323798627002, 138.3323798627002, 138.3323798627002)"
014A14.JPG,34.96,14,Man,115.96490896490897,115.96490896490897,115.96490896490897,"(115.96490896490897, 115.96490896490897, 115.96490896490897)"
014A16.JPG,37.01,16,Woman,104.57681281319228,104.57681281319228,104.57681281319228,"(104.57681281319228, 104.57681281319228, 104.57681281319228)"
014A18.JPG,38.87,18,Man,130.4258451025057,130.4258451025057,130.4258451025057,"(130.4258451025057, 130.4258451025057, 130.4258451025057)"
014A22.JPG,45.8,22,Woman,101.8810101106905,74.72819013848292,65.2029948727778,"(101.8810101106905, 74.72819013848292, 65.2029948727778)"
014A30.JPG,57.0,30,Man,65.19418598700037,52.800404319566,46.446102666461954,"(65.19418598700037, 52.800404319566, 46.446102666461954)"
014A36.JPG,40.12,36,Man,100.07147886282283,83.26149750022188,72.20315356625152,"(100.07147886282283, 83.26149750022188, 72.20315356625152)"
014A40.JPG,57.74,40,Man,106.8782708070618,97.52754571248424,86.59301111286254,"(106.8782708070618, 97.52754571248424, 86.59301111286254)"
014A42.JPG,48.34,42,Man,91.49547150802381,65.8685966301029,55.52599899252619,"(91.49547150802381, 65.8685966301029, 55.52599899252619)"
015A00.JPG,61.61,0,Woman,81.92656281429498,59.74395994904231,52.73285653621796,"(81.92656281429498, 59.74395994904231, 52.73285653621796)"
015A01.JPG,72.46,1,Man,112.9126263463802,90.4282732762491,76.59960281025897,"(112.9126263463802, 90.4282732762491, 76.59960281025897)"
015A03.JPG,42.65,3,Man,90.85048517374098,61.992638369382554,43.17660866265517,"(90.85048517374098, 61.992638369382554, 43.17660866265517)"
015A04.JPG,68.84,4,Man,69.72854946305556,70.63656468556161,72.8992860919081,"(69.72854946305556, 70.63656468556161, 72.8992860919081)"
015A05.JPG,55.37,5,Woman,80.33029398762157,59.238160366931915,46.835497715885644,"(80.33029398762157, 59.238160366931915, 46.835497715885644)"
015A07.JPG,50.96,7,Man,108.67552736685523,94.75631610386873,83.50533516052333,"(108.67552736685523, 94.75631610386873, 83.50533516052333)"
015A09.JPG,60.13,9,Woman,111.22041718073051,96.96255128683327,90.35310016354403,"(111.22041718073051, 96.96255128683327, 90.35310016354403)"
015A10.JPG,76.82,10,Man,115.88908632174889,89.04965308226026,77.31713358256026,"(115.88908632174889, 89.04965308226026, 77.31713358256026)"
015A12.JPG,59.59,12,Man,122.55386357857755,99.03201349883273,100.4032961190856,"(122.55386357857755, 99.03201349883273, 100.4032961190856)"
015A14.JPG,53.68,14,Man,109.998158952769,69.54138520754648,56.69445384521666,"(109.998158952769, 69.54138520754648, 56.69445384521666)"
015A15.JPG,59.96,15,Woman,112.93426223806625,96.16686809842622,99.92429788714026,"(112.93426223806625, 96.16686809842622, 99.92429788714026)"
015A17.JPG,59.69,17,Woman,121.90077335858587,100.43908354377105,93.93251262626264,"(121.90077335858587, 100.43908354377105, 93.93251262626264)"
015A19.JPG,49.98,19,Man,102.97176013699469,75.15900148818625,71.44615008256376,"(102.97176013699469, 75.15900148818625, 71.44615008256376)"
016A01.JPG,53.02,1,Woman,120.79309026520183,86.11022576361222,74.56602881403678,"(120.79309026520183, 86.11022576361222, 74.56602881403678)"
016A03.JPG,47.97,3,Woman,95.12133288005842,84.30112563269623,68.39778650751681,"(95.12133288005842, 84.30112563269623, 68.39778650751681)"
016A04.JPG,51.55,4,Man,104.35795012582932,106.69837565774421,110.5074963776405,"(104.35795012582932, 106.69837565774421, 110.5074963776405)"
016A05.JPG,52.61,5,Man,53.2482967143721,33.28441846401935,23.008612174964725,"(53.2482967143721, 33.28441846401935, 23.008612174964725)"
